"fj:MuFangJiTang","木防己汤证","lj:Taiyin_Instance","zz:KeNi,zz:XinXiaPi,zz:MianSeHei","mx:Pulse_ChenJin","","","【金匮12-24】"
"fj:MuFangJiQuShiGaoJiaFuLingMangXiaoTang","木防己去石膏加茯苓芒硝汤证","lj:Taiyin_Instance","zz:KeNi,zz:XinXiaPi,zz:MianSeHei","mx:Pulse_ChenJin","","","【金匮12-24】"
"fj:ZeXieTang","泽泻汤证","lj:Taiyin_Instance","zz:XinXiaYouZhiYin,zz:TouYun","","","【金匮12-25】",""
"fj:FuLingJianZhongTang","茯苓建中汤证","lj:Taiyin_Instance","zz:XinXiaYin,zz:FuMan","","","【金匮12-26】",""
"fj:GanSuiBanXiaTang","甘遂半夏汤证","lj:Taiyin_Instance","zz:LiuYin,zz:XinXiaJianMan","","","【金匮12-27】",""
"fj:ShiZaoTang_JinKui","十枣汤证（金匮）","lj:Taiyang_Instance","zz:XuanYin,zz:KeXieYinTong","","","【金匮12-28】",""
"fj:DaQingLongTang_JinKui","大青龙汤证（金匮）","lj:Taiyang_Instance","zz:YiYin,zz:ShenTiTengZhong","","","【金匮12-29】",""
"fj:XiaoQingLongTang_JinKui","小青龙汤证（金匮）","lj:Taiyang_Instance","zz:YiYin,zz:ShenTiTengZhong","","","【金匮12-29】",""
"fj:LingGuiZhuGanTang","苓桂术甘汤证","lj:Taiyin_Instance","zz:XinXiaYouTanYin,zz:XiongXieZhiMan,zz:MuXuan","mx:Pulse_ChenXian","","","【金匮12-30】"
"fj:ZeXieTang_JinKui","泽泻汤证（金匮）","lj:Taiyin_Instance","zz:KuMaoXuan","","","【金匮12-31】",""
"fj:FuLingGanCaoTang_ZhiYin","茯苓甘草汤证（支饮）","lj:Taiyin_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-32】",""
"fj:HouPoDaHuangTang","厚朴大黄汤证","lj:Yangming_Instance","zz:ZhiYin,zz:XiongMan","","","【金匮12-33】",""
"fj:XuanFuHuaTang","旋覆花汤证","lj:Jueyin_Instance","zz:XiongBi,zz:ChangYuTaQiXiongShang","","","【金匮12-34】",""
"fj:ZiCanTang_JinKui","紫参汤证（金匮）","lj:Jueyin_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-35】",""
"fj:QianJinWeiJingTang_JinKui","葶苈大枣泻肺汤证（金匮）","lj:Taiyang_Instance","zz:ZhiYin,zz:KeNi","","","【金匮12-36】",""
"fj:XiaoBanXiaTang_JinKui","小半夏汤证（金匮）","lj:Taiyin_Instance","zz:ZhiYin,zz:OuTu,zz:BuKe","","","【金匮12-37】",""
"fj:XiaoBanXiaJiaFuLingTang","小半夏加茯苓汤证","lj:Taiyin_Instance","zz:ZhiYin,zz:KeNi,zz:OuTu","","","【金匮12-38】",""
"fj:FangJiJiaoMuZhuLiDaHuangWan","防己椒目葶苈大黄丸证","lj:Taiyin_Instance","zz:FuMan,zz:KouSheGanZao,zz:ChangJianYouShuiQi","","","【金匮12-39】",""
"fj:XiaoBanXiaJiaFuLingTang_JinKui","小半夏加茯苓汤证（金匮）","lj:Taiyin_Instance","zz:GeJianYouShuiQi,zz:OuTuXuanJi","","","【金匮12-40】",""
"fj:WuLingSan_JinKui","五苓散证（金匮）","lj:Taiyang_Instance","zz:QiXiaJi,zz:TuXianMo,zz:TouXuan","","","【金匮12-41】",""
"fj:GanCaoMaHuangTang","甘草麻黄汤证","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-5】"
"fj:YueBiJiaZhuTang","越婢加术汤证","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-5】"
"fj:FangJiFuLingTang","防己茯苓汤证","lj:Taiyang_Instance","zz:PiShui,zz:SiZhiZhong,zz:PiFuZhongHongHongDong","","","【金匮14-6】",""
"fj:YueBiTang","越婢汤证","lj:Taiyang_Instance","zz:FengShui,zz:EFeng,zz:YiShenXiZhong,zz:BuKe,zz:ZiHanChu,zz:WuDaRe","mx:Pulse_Fu","","","【金匮14-7】"
"fj:YueBiJiaBanXiaTang_JinKui","越婢加半夏汤证（金匮）","lj:Taiyang_Instance","zz:FengShui,zz:EFeng,zz:YiShenXiZhong,zz:BuKe,zz:ZiHanChu,zz:WuDaRe","mx:Pulse_Fu","","","【金匮14-7】"
"pattern_id","pattern_name","liujing","symptom_list","pulse_list","tongue_list","jianjia_list","clause"
"fj:FangJiHuangQiTang_JinKui","防己黄芪汤证（水气）","lj:Taiyang_Instance","zz:FengShui,zz:ShenZhong,zz:HanChu,zz:EFeng","mx:Pulse_Fu","","","【金匮14-7】"
"fj:HuangQiGuiZhiWuWuTang","黄芪桂枝五物汤证","lj:Taiyang_Instance","zz:XueBi,zz:ShenTiBuRen,zz:RuFengBi","","","【金匮6-2】",""
"fj:FuLingGanCaoTang_JinKui","茯苓甘草汤证（水气）","lj:Taiyin_Instance","zz:ShuiQi,zz:XiaoBianBuLi,zz:Ke","","","【金匮14-8】",""
"fj:MaHuangFuZiGanCaoTang_JinKui","麻黄附子甘草汤证（水气）","lj:Shaoyin_Instance","zz:ShuiQi,zz:MaiChen","mx:Pulse_Chen","","","【金匮14-9】"
"fj:MaHuangJiaZhuTang_JinKui","麻黄加术汤证（水气）","lj:Taiyang_Instance","zz:ShuiQi,zz:ShenZhong","mx:Pulse_Fu","","","【金匮14-9】"
"fj:YueBiTang_JinKui","越婢汤证（水气）","lj:Taiyang_Instance","zz:FengShui,zz:YiShenXiZhong,zz:HanChu,zz:WuDaRe","mx:Pulse_Fu","","","【金匮14-10】"
"fj:YueBiJiaZhuTang_JinKui","越婢加术汤证（水气）","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-10】"
"fj:GanCaoMaHuangTang_JinKui","甘草麻黄汤证（水气）","lj:Taiyang_Instance","zz:LiShui,zz:ShenMuHuangZhong","mx:Pulse_Chen","","","【金匮14-10】"
"fj:HuangQiShaoYaoGuiZhiTang","黄芪芍药桂枝汤证","lj:Taiyang_Instance","zz:HuangHan,zz:ShenTiZhong,zz:Re,zz:Ke","mx:Pulse_Chen","","","【金匮14-11】"
"fj:GuiZhiJiaHuangQiTang_JinKui","桂枝加黄芪汤证（黄汗）","lj:Taiyang_Instance","zz:HuangHan,zz:YiShangHanChu,zz:YaoKuiChiTong,zz:ShenZhong","","","【金匮14-12】",""
"fj:GuiZhiShaoYaoZhiMuTang_JinKui","桂枝芍药知母汤证（历节）","lj:Jueyin_Instance","zz:ZhiJieTengTong,zz:ShenTiWangLei,zz:JiaoZhongRuTuo,zz:TouXuanDuanQi,zz:YuTu","","","【金匮5-8】",""
"fj:WuTouTang_JinKui","乌头汤证（历节）","lj:Taiyang_Instance","zz:LiJieBuKeQuShen,zz:TengTong","","","【金匮5-10】",""
"fj:GuiZhiLongGuMuLiTang_JinKui","桂枝龙骨牡蛎汤证（虚劳）","lj:Taiyang_Instance","zz:YiJing,zz:MengJiao","mx:Pulse_XuKongChi","","","【金匮6-8】"
"fj:TianXiongSan_JinKui","天雄散证（虚劳）","lj:Taiyang_Instance","zz:YiJing,zz:MengJiao","","","【金匮6-8】",""
"fj:QiWeiShuQiWan_JinKui","肾气丸证（虚劳）","lj:Shaoyin_Instance","zz:XuLaoYaoTong,zz:ShaoFuJuJi,zz:XiaoBianBuLi","","","【金匮6-15】",""
"fj:DaHuangZheChongWan_JinKui","大黄?虫丸证（虚劳）","lj:Jueyin_Instance","zz:JiFuJiaCuo,zz:LiangMuAnHei","","","【金匮6-18】",""
"fj:SheGanMaHuangTang_JinKui","射干麻黄汤证（肺痿肺痈）","lj:Taiyang_Instance","zz:KeNiShangQi,zz:HouZhongShuiJiSheng","","","【金匮7-6】",""
"fj:ZaoJiaoWan_JinKui","皂荚丸证（肺痿肺痈）","lj:Taiyang_Instance","zz:KeNiShangQi,zz:ShiShiTuZhuo,zz:DanZuoBuDeMian","","","【金匮7-7】",""
"fj:HouPoMaHuangTang_JinKui","厚朴麻黄汤证（肺痿肺痈）","lj:Taiyang_Instance","zz:Ke","mx:Pulse_Fu","","","【金匮7-8】"
"fj:ZeQiTang_JinKui","泽漆汤证（肺痿肺痈）","lj:Taiyin_Instance","zz:Ke","mx:Pulse_Chen","","","【金匮7-9】"
"fj:MaiMenDongTang_JinKui","麦门冬汤证（肺痿肺痈）","lj:Yangming_Instance","zz:DaNiShangQi,zz:YanHouBuLi","","","【金匮7-10】",""
"fj:QianJinWeiJingTang_JinKui","葶苈大枣泻肺汤证（肺痈）","lj:Taiyang_Instance","zz:FeiYong,zz:TuNongRuMiZhou","","","【金匮7-11】",""
"fj:YueBiJiaBanXiaTang_JinKui","越婢加半夏汤证（肺胀）","lj:Taiyang_Instance","zz:FeiZhang,zz:MuRuTuoZhuang","mx:Pulse_FuDa","","","【金匮7-13】"
"fj:XiaoQingLongJiaShiGaoTang_JinKui","小青龙加石膏汤证（肺胀）","lj:Taiyang_Instance","zz:FeiZhang,zz:KeErQiChuan","mx:Pulse_Fu","","","【金匮7-14】"
"fj:BenQiTang_JinKui","奔豚汤证（奔豚气）","lj:ChongRen","zz:BenQi,zz:QiShangChongXiong,zz:FuTong,zz:WangLaiHanRe","","","【金匮8-2】",""
"fj:GuaLouXieBaiBaiJiuTang_JinKui","瓜蒌薤白白酒汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:ChuanXiKeChuo,zz:XiongBeiTong","mx:Pulse_ChenChi,GuanShangXiaoJinShu","","","【金匮9-3】"
"fj:GuaLouXieBaiBanXiaTang_JinKui","瓜蒌薤白半夏汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:BuDeWo,zz:XinTongCheBei","","","【金匮9-4】",""
"fj:ZhiShiXieBaiGuiZhiTang_JinKui","枳实薤白桂枝汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XinZhongPi,zz:XiongMan,zz:XieXiaNiQiangXin","","","【金匮9-5】",""
"fj:RenShenTang_JinKui","人参汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XinZhongPi,zz:XiongMan,zz:XieXiaNiQiangXin","","","【金匮9-5】",""
"fj:FuLingXingRenGanCaoTang_JinKui","茯苓杏仁甘草汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XiongZhongQiSai,zz:DuanQi","","","【金匮9-6】",""
"fj:JuPiZhiShiShengJiangTang_JinKui","橘皮枳实生姜汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XiongZhongQiSai,zz:DuanQi","","","【金匮9-6】",""
"fj:YiYiFuZiSan_JinKui","薏苡附子散证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:ShiHuanShiJi","","","【金匮9-7】",""
"fj:GuiZhiShengJiangZhiShiTang_JinKui","桂枝生姜枳实汤证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XinZhongXuanTong","","","【金匮9-8】",""
"fj:WuTouChiShiZhiWan_JinKui","乌头赤石脂丸证（胸痹）","lj:Taiyin_Instance","zz:XiongTongCheBei,zz:CheBeiTongXiong","","","【金匮9-9】",""
"fj:JiuTongWan_JinKui","九痛丸证（胸痹）","lj:Taiyin_Instance","zz:XiongBi,zz:XinXiaTong","","","【金匮9-10】",""
"fj:HouPoQiWuTang_JinKui","厚朴七物汤证（腹满）","lj:Yangming_Instance","zz:FuMan,zz:FaRe","mx:Pulse_FuShu","","","【金匮10-9】"
"fj:FuZiJingMiTang_JinKui","附子粳米汤证（腹满）","lj:Taiyin_Instance","zz:FuZhongQieTong,zz:LeiMing,zz:NiMan,zz:OuTu","","","【金匮10-10】",""
"fj:DaJianZhongTang_JinKui","大建中汤证（腹满）","lj:Taiyin_Instance","zz:FuZhongHanTong,zz:OuBuNengShi,zz:FuZhongHan,zz:ShangChongPiQi","","","【金匮10-14】",""
"fj:DaHuangFuZiXiXinTang_JinKui","大黄附子细辛汤证（腹满）","lj:Taiyin_Instance","zz:FuMan,zz:XieXiaPianTong,zz:FaWeiRe","mx:Pulse_XianJin","","","【金匮10-15】"
"fj:DaWuTouJian_JinKui","大乌头煎证（寒疝）","lj:Taiyin_Instance","zz:HanShan,zz:RaoQiErTong,zz:ShouZuJueLeng","","","【金匮10-17】",""
"fj:DangGuiShengJiangYangRouTang_JinKui","当归生姜羊肉汤证（寒疝）","lj:Taiyin_Instance","zz:HanShan,zz:FuZhongTong,zz:XieTongLiJi","","","【金匮10-18】",""
"fj:WuTouGuiZhiTang_JinKui","乌头桂枝汤证（寒疝）","lj:Taiyin_Instance","zz:HanShan,zz:FuZhongTong,zz:ShouZuBuRen,zz:NiLeng,zz:ShenTiTengTong","","","【金匮10-19】",""
"fj:ShengJiangBanXiaTang_JinKui","生姜半夏汤证（呕吐）","lj:Taiyin_Instance","zz:XiongZhongSiChuanBuChuan,zz:SiOuBuOu,zz:SiNiBuNi,zz:XinZhongFenFenRan","","","【金匮11-11】",""
"fj:JuPiTang_JinKui","橘皮汤证（呕吐）","lj:Taiyin_Instance","zz:GanOuNi,zz:ShouZuJue","","","【金匮11-12】",""
"fj:JuPiZhuRuTang_JinKui","橘皮竹茹汤证（呕吐）","lj:Taiyin_Instance","zz:NiNi,zz:Xu","","","【金匮11-13】",""
"fj:XiaoBanXiaTang_JinKui","小半夏汤证（呕吐）","lj:Taiyin_Instance","zz:ZhuOu,zz:GuBuDeXia","","","【金匮11-14】",""
"fj:GanJiangBanXiaTang_JinKui","干姜半夏汤证（呕吐）","lj:Taiyin_Instance","zz:GanOu,zz:TuXianMo","","","【金匮11-15】",""
"fj:HuangQinTang_JinKui","黄芩汤证（呕吐）","lj:Shaoyang_Instance","zz:GanOu,zz:XiaLi","","","【金匮11-16】",""
"fj:BanXiaXieXinTang_JinKui","半夏泻心汤证（呕吐）","lj:Shaoyang_Instance","zz:OuErChangMing,zz:XinXiaPi","","","【金匮11-19】",""
"fj:HuangLianTang_JinKui","黄连汤证（呕吐）","lj:Taiyang_Instance","zz:FuTong,zz:YuOu","","","【金匮11-20】",""
"fj:GanJiangHuangQinHuangLianRenShenTang_JinKui","干姜黄芩黄连人参汤证（呕吐）","lj:Jueyin_Instance","zz:ShiRuKouJiTu","","","【金匮11-22】",""
"fj:MuFangJiTang_JinKui","木防己汤证（痰饮）","lj:Taiyin_Instance","zz:KeNi,zz:XinXiaPi,zz:MianSeHei","mx:Pulse_ChenJin","","","【金匮12-24】"
